"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Agg.Entropy..bits.","Avg.Entropy..bits.","BW.90...Hz.","Center.Freq..Hz.","Delta.Time..s.","Freq.5...Hz.","Freq.95...Hz.","Max.Freq..Hz.","Begin.File","Begin.Path","Signal.Type","song.analyzed","num.notes","num.unique.notes","buzzy.or.clear","Song.ID.1","Source"
"1290",2,"Spectrogram 1",1,19.90643408,21.16871782,3298.3,6905.9,4.772,3.962,2584,5254.1,1.262,3962.1,6546.1,4220.5,"SRF10M05_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M05_2.WAV.wav","song","2",5,3,"clear","SRF10M05","Field Season"
"1291",2,"Selection Spectrum 1",1,19.90643408,21.16871782,3298.3,6905.9,4.766,4.766,2584,5254.1,1.262,3962.1,6546.1,4220.5,"SRF10M05_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M05_2.WAV.wav","song","2",5,3,"clear","SRF10M05","Field Season"
"1292",3,"Waveform 1",1,35.64095261,36.97520867,3338.4,6825.7,NA,NA,NA,NA,1.334,NA,NA,NA,"SRF10M05_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M05_2.WAV.wav","song","3",5,3,"clear","SRF10M05","Field Season"
"1293",3,"Spectrogram 1",1,35.64095261,36.97520867,3338.4,6825.7,4.418,3.501,2497.9,5254.1,1.334,4134.4,6632.2,6632.2,"SRF10M05_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M05_2.WAV.wav","song","3",5,3,"clear","SRF10M05","Field Season"
"1294",3,"Selection Spectrum 1",1,35.64095261,36.97520867,3338.4,6825.7,4.421,4.421,2497.9,5254.1,1.334,4134.4,6632.2,5254.1,"SRF10M05_2.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M05_2.WAV.wav","song","3",5,3,"clear","SRF10M05","Field Season"
"1295",1,"Waveform 1",1,156.3766889,158.0694704,3579.4,7211.4,NA,NA,NA,NA,1.693,NA,NA,NA,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","8",6,3,"clear","SRF10M06","Field Season"
"1296",1,"Spectrogram 1",1,156.3766889,158.0694704,3579.4,7211.4,4.601,3.75,2670.1,6287.7,1.693,4392.8,7062.9,7062.9,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","8",6,3,"clear","SRF10M06","Field Season"
"1297",1,"Selection Spectrum 1",1,156.3766889,158.0694704,3579.4,7211.4,4.607,4.607,2670.1,6287.7,1.693,4392.8,7062.9,6460,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","8",6,3,"clear","SRF10M06","Field Season"
"1298",3,"Waveform 1",1,76.8670065,78.69739163,3526.8,7158.8,NA,NA,NA,NA,1.83,NA,NA,NA,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","5",6,3,"clear","SRF10M06","Field Season"
"1299",3,"Spectrogram 1",1,76.8670065,78.69739163,3526.8,7158.8,4.884,3.593,2670.1,5770.9,1.83,4306.6,6976.8,5684.8,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","5",6,3,"clear","SRF10M06","Field Season"
"1300",3,"Selection Spectrum 1",1,76.8670065,78.69739163,3526.8,7158.8,4.878,4.878,2670.1,5770.9,1.83,4306.6,6976.8,6287.7,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","5",6,3,"clear","SRF10M06","Field Season"
"1301",5,"Waveform 1",1,179.3504858,181.0450128,3697.3,7118.8,NA,NA,NA,NA,1.695,NA,NA,NA,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","10",6,3,"clear","SRF10M06","Field Season"
"1302",5,"Spectrogram 1",1,179.3504858,181.0450128,3697.3,7118.8,4.594,3.641,2584,6287.7,1.695,4392.8,6976.8,6976.8,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","10",6,3,"clear","SRF10M06","Field Season"
"1303",5,"Selection Spectrum 1",1,179.3504858,181.0450128,3697.3,7118.8,4.587,4.587,2584,6287.7,1.695,4392.8,6976.8,6976.8,"SRF10M06.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M06.WAV.wav","song","10",6,3,"clear","SRF10M06","Field Season"
"1304",1,"Waveform 1",1,118.9056073,120.2759487,3365.9,6770.2,NA,NA,NA,NA,1.37,NA,NA,NA,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","2",5,2,"clear","SRF10M09","Field Season"
"1305",1,"Spectrogram 1",1,118.9056073,120.2759487,3365.9,6770.2,4.5,3.243,2239.5,4565,1.37,4048.2,6287.7,4134.4,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","2",5,2,"clear","SRF10M09","Field Season"
"1306",1,"Selection Spectrum 1",1,118.9056073,120.2759487,3365.9,6770.2,4.509,4.509,2239.5,4565,1.37,4048.2,6287.7,4134.4,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","2",5,2,"clear","SRF10M09","Field Season"
"1307",3,"Waveform 1",1,286.0697841,287.3522777,3639.8,7239.7,NA,NA,NA,NA,1.282,NA,NA,NA,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","4",5,3,"clear","SRF10M09","Field Season"
"1308",3,"Spectrogram 1",1,286.0697841,287.3522777,3639.8,7239.7,4.837,3.654,2842.4,5943.2,1.282,4220.5,7062.9,4995.7,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","4",5,3,"clear","SRF10M09","Field Season"
"1309",3,"Selection Spectrum 1",1,286.0697841,287.3522777,3639.8,7239.7,4.833,4.833,2842.4,5943.2,1.282,4220.5,7062.9,4909.6,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","4",5,3,"clear","SRF10M09","Field Season"
"1310",4,"Waveform 1",1,297.1700365,298.2891138,3678.9,7552.8,NA,NA,NA,NA,1.119,NA,NA,NA,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","5",4,3,"clear","SRF10M09","Field Season"
"1311",4,"Spectrogram 1",1,297.1700365,298.2891138,3678.9,7552.8,4.951,3.6,3014.6,6201.6,1.119,4134.4,7149,6029.3,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","5",4,3,"clear","SRF10M09","Field Season"
"1312",4,"Selection Spectrum 1",1,297.1700365,298.2891138,3678.9,7552.8,4.943,4.943,3014.6,6201.6,1.119,4134.4,7149,6201.6,"SRF10M09.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF10M09.WAV.wav","song","5",4,3,"clear","SRF10M09","Field Season"
"1313",1,"Waveform 1",1,1.802328409,3.627822993,3435.3,7032.3,NA,NA,NA,NA,1.825,NA,NA,NA,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","1",6,3,"clear","SRF11M01","Field Season"
"1314",1,"Spectrogram 1",1,1.802328409,3.627822993,3435.3,7032.3,4.959,3.433,3014.6,5943.2,1.825,3789.8,6804.5,5943.2,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","1",6,3,"clear","SRF11M01","Field Season"
"1315",1,"Selection Spectrum 1",1,1.802328409,3.627822993,3435.3,7032.3,4.949,4.949,3014.6,5943.2,1.825,3789.8,6804.5,6201.6,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","1",6,3,"clear","SRF11M01","Field Season"
"1316",2,"Waveform 1",1,25.64758453,27.57037705,3324.6,7032.3,NA,NA,NA,NA,1.923,NA,NA,NA,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","2",6,3,"clear","SRF11M01","Field Season"
"1317",2,"Spectrogram 1",1,25.64758453,27.57037705,3324.6,7032.3,4.944,3.582,2842.4,6029.3,1.923,3962.1,6804.5,6718.4,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","2",6,3,"clear","SRF11M01","Field Season"
"1318",2,"Selection Spectrum 1",1,25.64758453,27.57037705,3324.6,7032.3,4.944,4.944,2842.4,6029.3,1.923,3962.1,6804.5,6804.5,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","2",6,3,"clear","SRF11M01","Field Season"
"1319",3,"Waveform 1",1,65.26206046,66.65666419,3324.6,6644.9,NA,NA,NA,NA,1.395,NA,NA,NA,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","4",4,2,"clear","SRF11M01","Field Season"
"1320",3,"Spectrogram 1",1,65.26206046,66.65666419,3324.6,6644.9,4.786,3.592,2497.9,4651.2,1.395,3789.8,6287.7,4478.9,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","4",4,2,"clear","SRF11M01","Field Season"
"1321",3,"Selection Spectrum 1",1,65.26206046,66.65666419,3324.6,6644.9,4.77,4.77,2497.9,4651.2,1.395,3789.8,6287.7,4478.9,"SRF11M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M01.WAV.wav","song","4",4,2,"clear","SRF11M01","Field Season"
"1322",1,"Waveform 1",1,240.2140139,241.9415968,3973.5,7139.9,NA,NA,NA,NA,1.728,NA,NA,NA,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","7",12,5,"buzzy","SRF11M02","Field Season"
"1323",1,"Spectrogram 1",1,240.2140139,241.9415968,3973.5,7139.9,4.515,3.418,2411.7,6373.8,1.728,4392.8,6804.5,6632.2,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","7",12,5,"buzzy","SRF11M02","Field Season"
"1324",1,"Selection Spectrum 1",1,240.2140139,241.9415968,3973.5,7139.9,4.498,4.498,2411.7,6287.7,1.728,4392.8,6804.5,6632.2,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","7",12,5,"buzzy","SRF11M02","Field Season"
"1325",4,"Waveform 1",1,197.7668362,199.2906881,3725.2,7947,NA,NA,NA,NA,1.524,NA,NA,NA,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","4",11,5,"buzzy","SRF11M02","Field Season"
"1326",4,"Spectrogram 1",1,197.7668362,199.2906881,3725.2,7947,4.333,3.718,2153.3,6460,1.524,4737.3,6890.6,6460,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","4",11,5,"buzzy","SRF11M02","Field Season"
"1327",4,"Selection Spectrum 1",1,197.7668362,199.2906881,3725.2,7947,4.34,4.34,2153.3,6460,1.524,4737.3,6890.6,6460,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","4",11,5,"buzzy","SRF11M02","Field Season"
"1328",5,"Waveform 1",1,124.3469753,125.9303851,3849.3,8443.7,NA,NA,NA,NA,1.583,NA,NA,NA,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","2",11,5,"buzzy","SRF11M02","Field Season"
"1329",5,"Spectrogram 1",1,124.3469753,125.9303851,3849.3,8443.7,4.408,3.874,2067.2,6373.8,1.583,4737.3,6804.5,6373.8,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","2",11,5,"buzzy","SRF11M02","Field Season"
"1330",5,"Selection Spectrum 1",1,124.3469753,125.9303851,3849.3,8443.7,4.395,4.395,2067.2,6373.8,1.583,4737.3,6804.5,6460,"SRF11M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M02.WAV.wav","song","2",11,5,"buzzy","SRF11M02","Field Season"
"1331",1,"Waveform 1",1,18.59480717,19.72505923,2675.4,6991.8,NA,NA,NA,NA,1.13,NA,NA,NA,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","1",5,3,"clear","SRF11M03","Field Season"
"1332",1,"Spectrogram 1",1,18.59480717,19.72505923,2675.4,6991.8,5.279,4.401,3359.2,4737.3,1.13,3273,6632.2,4134.4,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","1",5,3,"clear","SRF11M03","Field Season"
"1333",1,"Selection Spectrum 1",1,18.59480717,19.72505923,2675.4,6991.8,5.275,5.275,3359.2,4823.4,1.13,3273,6632.2,4134.4,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","1",5,3,"clear","SRF11M03","Field Season"
"1334",2,"Waveform 1",1,43.85932269,45.02317684,3201.8,6728.6,NA,NA,NA,NA,1.164,NA,NA,NA,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","3",5,3,"clear","SRF11M03","Field Season"
"1335",2,"Spectrogram 1",1,43.85932269,45.02317684,3201.8,6728.6,5.05,4.173,2842.4,5254.1,1.164,3789.8,6632.2,6546.1,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","3",5,3,"clear","SRF11M03","Field Season"
"1336",2,"Selection Spectrum 1",1,43.85932269,45.02317684,3201.8,6728.6,5.043,5.043,2842.4,5254.1,1.164,3789.8,6632.2,6546.1,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","3",5,3,"clear","SRF11M03","Field Season"
"1337",3,"Waveform 1",1,33.74638009,34.99576683,3307.1,6939.1,NA,NA,NA,NA,1.249,NA,NA,NA,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","2",5,3,"clear","SRF11M03","Field Season"
"1338",3,"Spectrogram 1",1,33.74638009,34.99576683,3307.1,6939.1,4.99,4.093,2842.4,4909.6,1.249,3789.8,6632.2,5512.5,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","2",5,3,"clear","SRF11M03","Field Season"
"1339",3,"Selection Spectrum 1",1,33.74638009,34.99576683,3307.1,6939.1,4.985,4.985,2842.4,4909.6,1.249,3789.8,6632.2,4909.6,"SRF11M03.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Prince_Rupert/SRF11M03.WAV.wav","song","2",5,3,"clear","SRF11M03","Field Season"
"1340",1,"Waveform 1",1,77.796716,79.52843545,3531.2,6769.4,NA,NA,NA,NA,1.732,NA,NA,NA,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","1",11,5,"buzzy","SRF12M01","Field Season"
"1341",1,"Spectrogram 1",1,77.796716,79.52843545,3531.2,6769.4,4.769,3.977,2411.7,4823.4,1.732,3703.7,6115.4,3789.8,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","1",11,5,"buzzy","SRF12M01","Field Season"
"1342",1,"Selection Spectrum 1",1,77.796716,79.52843545,3531.2,6769.4,4.759,4.759,2411.7,4737.3,1.732,3703.7,6115.4,4737.3,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","1",11,5,"buzzy","SRF12M01","Field Season"
"1343",3,"Waveform 1",1,121.06489,122.9918596,3343.4,7374.9,NA,NA,NA,NA,1.927,NA,NA,NA,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","2",12,5,"buzzy","SRF12M01","Field Season"
"1344",3,"Spectrogram 1",1,121.06489,122.9918596,3343.4,7374.9,5.054,4.105,2670.1,4995.7,1.927,3789.8,6460,6373.8,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","2",12,5,"buzzy","SRF12M01","Field Season"
"1345",3,"Selection Spectrum 1",1,121.06489,122.9918596,3343.4,7374.9,5.04,5.04,2670.1,4995.7,1.927,3789.8,6460,5168,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","2",12,5,"buzzy","SRF12M01","Field Season"
"1346",4,"Waveform 1",1,132.8541756,134.5560931,3147.7,7570.6,NA,NA,NA,NA,1.702,NA,NA,NA,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","3",11,5,"buzzy","SRF12M01","Field Season"
"1347",4,"Spectrogram 1",1,132.8541756,134.5560931,3147.7,7570.6,4.889,4.032,2670.1,5426.4,1.702,4048.2,6718.4,6373.8,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","3",11,5,"buzzy","SRF12M01","Field Season"
"1348",4,"Selection Spectrum 1",1,132.8541756,134.5560931,3147.7,7570.6,4.877,4.877,2670.1,5512.5,1.702,4048.2,6718.4,6373.8,"SRF12M01.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M01.WAV.wav","song","3",11,5,"buzzy","SRF12M01","Field Season"
"1349",1,"Waveform 1",1,220.3438261,221.9069204,3538,7472.9,NA,NA,NA,NA,1.563,NA,NA,NA,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","9",9,4,"clear","SRF12M02","Field Season"
"1350",1,"Spectrogram 1",1,220.3438261,221.9069204,3538,7472.9,4.535,2.908,2497.9,5512.5,1.563,4306.6,6804.5,4995.7,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","9",9,4,"clear","SRF12M02","Field Season"
"1351",1,"Selection Spectrum 1",1,220.3438261,221.9069204,3538,7472.9,4.521,4.521,2497.9,5512.5,1.563,4306.6,6804.5,4995.7,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","9",9,4,"clear","SRF12M02","Field Season"
"1352",2,"Waveform 1",1,94.98053008,96.43046396,3538,7147.5,NA,NA,NA,NA,1.45,NA,NA,NA,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","3",9,4,"clear","SRF12M02","Field Season"
"1353",2,"Spectrogram 1",1,94.98053008,96.43046396,3538,7147.5,4.148,3.026,2325.6,5512.5,1.45,4306.6,6632.2,6029.3,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","3",9,4,"clear","SRF12M02","Field Season"
"1354",2,"Selection Spectrum 1",1,94.98053008,96.43046396,3538,7147.5,4.142,4.142,2325.6,5512.5,1.45,4306.6,6632.2,5598.6,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","3",9,4,"clear","SRF12M02","Field Season"
"1355",3,"Waveform 1",1,113.1542939,114.6592436,3553.1,7709.6,NA,NA,NA,NA,1.505,NA,NA,NA,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","4",9,4,"clear","SRF12M02","Field Season"
"1356",3,"Spectrogram 1",1,113.1542939,114.6592436,3553.1,7709.6,4.499,2.954,2584,5598.6,1.505,4306.6,6890.6,6029.3,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","4",9,4,"clear","SRF12M02","Field Season"
"1357",3,"Selection Spectrum 1",1,113.1542939,114.6592436,3553.1,7709.6,4.517,4.517,2584,5598.6,1.505,4306.6,6890.6,5598.6,"SRF12M02.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M02.WAV.wav","song","4",9,4,"clear","SRF12M02","Field Season"
"1358",4,"Waveform 1",1,111.8223408,113.0284282,3951.3,6461.7,NA,NA,NA,NA,1.206,NA,NA,NA,"SRF12M03_2 + SRF12M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_2 + SRF12M04_1.WAV.wav","song","4",7,4,"buzzy","SRF12M03","Field Season"
"1359",4,"Spectrogram 1",1,111.8223408,113.0284282,3951.3,6461.7,3.811,3.16,1464.3,5943.2,1.206,4823.4,6287.7,6115.4,"SRF12M03_2 + SRF12M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_2 + SRF12M04_1.WAV.wav","song","4",7,4,"buzzy","SRF12M03","Field Season"
"1360",4,"Selection Spectrum 1",1,111.8223408,113.0284282,3951.3,6461.7,3.815,3.815,1464.3,5943.2,1.206,4823.4,6287.7,6115.4,"SRF12M03_2 + SRF12M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_2 + SRF12M04_1.WAV.wav","song","4",7,4,"buzzy","SRF12M03","Field Season"
"1361",1,"Waveform 1",1,44.42537869,45.83860472,4242.7,7959.8,NA,NA,NA,NA,1.413,NA,NA,NA,"SRF12M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_1.WAV.wav","song","2",10,5,"buzzy","SRF12M03","Field Season"
"1362",1,"Spectrogram 1",1,44.42537869,45.83860472,4242.7,7959.8,4.145,3.427,2153.3,6029.3,1.413,5254.1,7407.4,5943.2,"SRF12M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_1.WAV.wav","song","2",10,5,"buzzy","SRF12M03","Field Season"
"1363",1,"Selection Spectrum 1",1,44.42537869,45.83860472,4242.7,7959.8,4.14,4.14,2153.3,6029.3,1.413,5254.1,7407.4,5943.2,"SRF12M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_1.WAV.wav","song","2",10,5,"buzzy","SRF12M03","Field Season"
"1364",2,"Waveform 1",1,64.54795827,66.1603381,4288.6,7959.8,NA,NA,NA,NA,1.612,NA,NA,NA,"SRF12M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_1.WAV.wav","song","3",12,5,"buzzy","SRF12M03","Field Season"
"1365",2,"Spectrogram 1",1,64.54795827,66.1603381,4288.6,7959.8,3.646,3.208,1894.9,5943.2,1.612,5340.2,7235.2,5943.2,"SRF12M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_1.WAV.wav","song","3",12,5,"buzzy","SRF12M03","Field Season"
"1366",2,"Selection Spectrum 1",1,64.54795827,66.1603381,4288.6,7959.8,3.644,3.644,1894.9,5943.2,1.612,5340.2,7235.2,5943.2,"SRF12M03_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_1.WAV.wav","song","3",12,5,"buzzy","SRF12M03","Field Season"
"1367",1,"Waveform 1",1,48.23464861,49.54874977,3316.8,7210.6,NA,NA,NA,NA,1.314,NA,NA,NA,"SRF12M03_2 + SRF12M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_2 + SRF12M04_1.WAV.wav","song","2",10,5,"buzzy","SRF12M04","Field Season"
"1368",1,"Spectrogram 1",1,48.23464861,49.54874977,3316.8,7210.6,4.552,3.234,2067.2,5598.6,1.314,4478.9,6546.1,6287.7,"SRF12M03_2 + SRF12M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_2 + SRF12M04_1.WAV.wav","song","2",10,5,"buzzy","SRF12M04","Field Season"
"1369",1,"Selection Spectrum 1",1,48.23464861,49.54874977,3316.8,7210.6,4.54,4.54,2067.2,5598.6,1.314,4478.9,6546.1,6201.6,"SRF12M03_2 + SRF12M04_1.WAV.wav","/Users/irwinlab/Documents/TOWA song analysis ORE/Filtered_sound/Terrace/SRF12M03_2 + SRF12M04_1.WAV.wav","song","2",10,5,"buzzy","SRF12M04","Field Season"
